% The multi-feature digit dataset
% -------------------------------
% 
% Oowned and donated by:
% ----------------------
% 
% Robert P.W. Duin
% Department of Applied Physics 
% Delft University of Technology 
% P.O. Box 5046, 2600 GA Delft
% The Netherlands
% 
% email: duin@ph.tn.tudelft.nl
% http : //www.ph.tn.tudelft.nl/~duin
% tel +31 15 2786143
% 
% Usage
% -----
% A slightly different version of the database is used in
% 
% M. van Breukelen, R.P.W. Duin, D.M.J. Tax, and J.E. den Hartog, Handwritten
%      digit recognition by combined classifiers, Kybernetika, vol. 34, no. 4,
%      1998, 381-386.
% 
% M. van Breukelen and R.P.W. Duin, Neural Network Initialization by Combined
%      Classifiers, in: A.K. Jain, S. Venkatesh, B.C. Lovell (eds.), ICPR'98,
%      Proc. 14th Int. Conference on Pattern Recognition (Brisbane, Aug. 16-20),
% 
% The database as it is is used in:
% 
% A.K. Jain, R.P.W. Duin, J. Mao, Statisitcal Pattern Recognition: A Review,
%      in preparation
% 
% Description
% -----------
% 
% This dataset consists of features of handwritten numerals (`0'--`9')
% extracted from a collection of Dutch utility maps. 200 patterns per
% class (for a total of 2,000 patterns) have been digitized in  binary
% images. These digits are represented in terms of the following six
% feature sets (files): 
% 
% 1. mfeat-fou: 76 Fourier coefficients of the character shapes; 
% 2. mfeat-fac: 216 profile correlations; 
% 3. mfeat-kar: 64 Karhunen-Love coefficients; 
% 4. mfeat-pix: 240 pixel averages in 2 x 3 windows; 
% 5. mfeat-zer: 47 Zernike moments; 
% 6. mfeat-mor: 6 morphological features. 
% 
% In each file the 2000 patterns are stored in ASCI on 2000 lines. The
% first 200 patterns are of class `0', followed by sets of 200 patterns
% for each of the classes `1' - `9'. Corresponding patterns in different
% feature sets (files) correspond to the same original character.
% 
% The source image dataset is lost. Using the pixel-dataset (mfeat-pix)
% sampled versions of the original images may be obtained (15 x 16 pixels).
% 
% Total number of instances:
% --------------------------
% 2000 (200 instances per class)
% 
% Total number of attributes:
% ---------------------------
% 649 (distributed over 6 datasets,see above)
% 
% no missing attributes
% 
% Total number of classes:
% ------------------------
% 10
% 
% Format:
% ------
% 6 files, see above.
% Each file contains 2000 lines, one for each instance.
% Attributes are SPACE separated and can be loaded by Matlab as
% > load filename
% No missing attributes. Some are integer, others are real.
% 
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%

@relation mfeat

@attribute 'att1' REAL
@attribute 'att2' REAL
@attribute 'att3' REAL
@attribute 'att4' REAL
@attribute 'att5' REAL
@attribute 'att6' REAL
@attribute 'att7' REAL
@attribute 'att8' REAL
@attribute 'att9' REAL
@attribute 'att10' REAL
@attribute 'att11' REAL
@attribute 'att12' REAL
@attribute 'att13' REAL
@attribute 'att14' REAL
@attribute 'att15' REAL
@attribute 'att16' REAL
@attribute 'att17' REAL
@attribute 'att18' REAL
@attribute 'att19' REAL
@attribute 'att20' REAL
@attribute 'att21' REAL
@attribute 'att22' REAL
@attribute 'att23' REAL
@attribute 'att24' REAL
@attribute 'att25' REAL
@attribute 'att26' REAL
@attribute 'att27' REAL
@attribute 'att28' REAL
@attribute 'att29' REAL
@attribute 'att30' REAL
@attribute 'att31' REAL
@attribute 'att32' REAL
@attribute 'att33' REAL
@attribute 'att34' REAL
@attribute 'att35' REAL
@attribute 'att36' REAL
@attribute 'att37' REAL
@attribute 'att38' REAL
@attribute 'att39' REAL
@attribute 'att40' REAL
@attribute 'att41' REAL
@attribute 'att42' REAL
@attribute 'att43' REAL
@attribute 'att44' REAL
@attribute 'att45' REAL
@attribute 'att46' REAL
@attribute 'att47' REAL
@attribute 'att48' REAL
@attribute 'att49' REAL
@attribute 'att50' REAL
@attribute 'att51' REAL
@attribute 'att52' REAL
@attribute 'att53' REAL
@attribute 'att54' REAL
@attribute 'att55' REAL
@attribute 'att56' REAL
@attribute 'att57' REAL
@attribute 'att58' REAL
@attribute 'att59' REAL
@attribute 'att60' REAL
@attribute 'att61' REAL
@attribute 'att62' REAL
@attribute 'att63' REAL
@attribute 'att64' REAL
@attribute 'class' {1,2,3,4,5,6,7,8,9,10}

@data
-9.98093224,-9.44482422,1.16403818,-3.20387316,3.90167952,-0.16006494,-8.40940094,3.04650116,3.99595308,-4.04965353,-3.03024197,0.95547009,-0.97080708,1.54853952,-4.19291592,-1.72853875,-4.42404175,-2.53091908,0.25873107,2.82556343,1.14650488,1.34148288,0.15125774,1.22209358,-1.53325963,-0.05964195,1.25881648,-1.43978536,-1.47232199,-0.19471085,-3.39501238,2.76403236,-1.31086183,0.40844524,0.20918870,-1.19498944,-1.29767537,-0.50215250,1.17774010,-0.78928256,0.33011103,-0.32946056,1.37595844,-1.35851300,0.34916842,-0.98034352,0.91089576,-0.08740926,-1.87445974,-0.96048111,0.53298056,-0.28075421,0.86604905,0.66462123,1.67318904,-0.36224318,-0.55696440,-2.34947896,-1.07855523,-0.97263944,-0.83348137,-0.72315192,1.05349910,0.52537763,1
-10.96970272,-4.64054394,2.72086167,-0.02542442,1.07723773,2.76260066,-8.85029125,1.46509421,0.98815870,0.55307472,-4.03798389,2.06839895,-0.96866941,0.94839287,-2.75193405,-3.00611067,3.88656497,-0.53573823,2.24550033,3.90872002,-3.04190850,0.49684221,1.76628399,2.61932325,1.92206490,0.47759062,2.14515066,-0.63657165,-1.95204353,0.70532477,-0.92035329,0.68091989,-1.18409228,-0.30423170,-1.04994321,1.48385262,0.08279848,0.23193800,0.54518640,-1.28841591,-1.43718743,0.12542173,1.56811857,-0.24532075,1.24311268,1.02586043,-0.37099522,-0.51997590,-1.01364076,0.95014095,-0.38062024,-0.98062825,-0.05016685,-0.01325798,0.40297776,-0.46675271,0.31096578,0.52798218,0.10464728,-1.07091260,0.28102022,-0.13415653,1.30836546,-0.44018802,1
-5.54265928,-10.24224091,6.39905691,-3.96731877,3.19580221,0.70387310,-8.07141972,-6.87692070,1.60403943,-6.36160994,-0.81606317,1.29036164,4.25531006,-0.06111441,2.04598141,1.61552715,-1.33468962,-0.46657443,-2.47776961,4.42620945,-0.87110162,0.96545798,4.77238941,0.12599897,-2.66502953,2.16043425,1.97053492,-1.82466733,0.58823538,-0.18536830,-4.46219969,0.38301778,1.47152686,-0.27488118,-0.39143062,-2.46255064,-0.69391000,0.26635671,0.37706161,-0.70866090,-0.92571741,1.46196926,1.66375375,0.58724785,0.40136385,-0.53448641,0.25101689,-1.29468036,0.16956234,0.90800226,-0.49653143,1.94349921,1.47996378,1.23583817,-0.32857496,-0.24684203,-0.12189436,-1.39322484,-1.03657222,-1.66942215,-0.03277473,-0.80978990,0.20297277,-0.52551258,1
-8.92590714,-7.40906668,7.68449306,-2.67352057,3.51503897,4.54190731,-8.33833694,-6.71726799,-1.99087381,-0.88928080,0.06980920,0.51575661,1.59764445,-0.02284138,-1.55911684,1.78995371,0.08727348,-1.33073473,-0.76850384,4.14476395,-3.27770543,-0.67003864,3.76960969,-1.45060551,0.00917703,-0.25956208,2.35402584,-1.41063190,1.13333726,-0.74547338,-0.99505413,-1.81941414,0.14674212,-0.18007094,0.13636231,-1.64419925,-1.99454880,-1.08724189,0.15260601,-0.78962570,-0.34810287,-0.10632212,1.75708401,0.56845504,0.03328931,0.49153817,0.27595630,-1.86351752,0.74221921,1.32724583,-3.06628585,-0.95243084,1.78899562,-0.89878798,-0.54288441,-1.51691067,0.17461586,-1.05523527,0.55755359,0.81179559,0.20218955,0.20109653,1.11405730,-0.35179168,1
-11.11407471,-8.00470257,5.82900620,-3.90663338,2.06032419,-0.58559155,-10.16484356,-5.16576481,1.66728187,-2.65117240,-1.00535727,1.82423878,0.38659841,2.72139502,-0.20834684,1.51754570,-0.67125428,1.23065782,-2.45872951,2.34945965,-1.79378796,-1.32119989,3.01677966,-0.99197900,-1.42838383,1.41455626,2.55663443,-1.58317769,-0.19267750,2.02134895,-1.68578136,-1.60784161,-0.05242826,-0.76250321,-0.31769085,-0.51167941,-2.21568179,0.30380487,0.61484861,-0.35491592,-1.68919587,0.81613749,1.13845015,0.25082272,0.23556209,0.97513759,1.29662549,-1.00399709,-1.22444057,1.10405707,-1.82416010,0.82405627,1.89219308,-1.97218752,-1.48805022,0.08717638,-1.41554689,-1.46952355,-0.51793051,0.42788661,0.55415481,-0.59628767,0.32394338,1.05164969,1
-10.07490253,-8.22601509,0.01226276,-1.57154810,0.71112204,-1.32168698,-9.66190910,-0.50705683,3.73650312,-4.42531872,-1.59844875,1.30363417,1.07913888,1.18924248,-4.34289455,-3.14782238,0.64169383,0.80445945,1.58546031,2.23633575,-1.95777202,-3.08723640,-1.35152066,1.53690577,0.22599810,0.31555712,1.26172137,-1.27009964,-2.57640839,-0.41521496,1.64585257,1.99984121,-2.69770670,0.20464069,-0.56389463,0.53919429,-1.49256027,-0.18657595,1.92233098,-1.05180073,0.18530583,1.24124122,0.95796865,1.22918987,0.13255799,0.48977244,-1.23611856,-0.99913454,-1.01202130,0.66258454,-1.05823398,-1.35108697,1.62069058,-0.25785756,1.08506215,1.18567812,-2.01824856,-2.16242599,-0.17141905,-0.20161170,0.72964084,-0.49831340,-0.52236348,1.10648799,1
-6.37278891,-4.62657452,-1.97161436,-0.64547765,1.31876409,1.94877052,-11.25058937,-0.18452883,-0.68032265,-4.28540850,-3.91966152,2.56265259,0.79864836,3.20587087,-2.19608593,-3.13356304,-0.04701996,0.52780867,3.16389084,4.29957771,-0.68564284,1.76452136,-0.25534126,1.51342106,0.88001108,-0.23214018,3.10872507,-3.15733218,-2.65456963,0.66012025,-0.17628396,-0.32272077,0.44379437,-0.79866320,1.44178545,1.08089530,-0.45649743,-1.67963481,0.65792799,0.47843522,-0.31091577,0.59941262,1.61723375,-0.07885449,-0.64057481,0.78070784,0.67045218,-1.22681904,-1.42356300,-1.00297999,0.44780976,-1.84367990,2.02498817,0.22906172,-0.97336727,1.64765668,-0.15915561,0.07817964,0.77275985,-1.38248610,0.19650595,0.38656187,-0.94365150,-0.33206242,1
-13.23609447,-10.41151810,9.41302872,-3.01640940,2.22933578,0.35847914,-4.23205090,-0.49017406,0.40246677,2.77386308,-3.34169245,-1.22839761,-0.19373500,1.48982906,-2.26856184,2.24106312,-4.91630697,0.18330085,-0.21301277,0.45779538,-2.38709784,-0.03188246,1.07923079,1.00359106,-1.00208759,-0.41514942,1.38503635,-0.52389061,-0.50423622,0.80706346,-0.40973532,0.97309494,-1.15068245,0.71222758,0.02642536,0.30594638,0.90270138,-0.10900456,-0.57570827,-1.33799410,-1.70381355,-0.52636409,0.77660203,-1.52617526,1.66582680,0.28475568,0.28511560,-0.21100402,-1.57910371,0.26585126,-0.27293587,1.30187452,-0.05693126,-0.08728600,-1.53030157,-0.32313165,-0.35151029,-0.10557075,0.43287307,1.67278111,1.14619005,0.28164434,0.29355514,0.92112774,1
-11.63830471,-5.30519533,7.08601093,-1.78067541,2.98656607,4.70849609,-5.04113865,-3.80978560,0.77288723,3.82542562,-1.74582767,1.61547685,-0.38644528,3.36553454,-1.23525953,-2.59557915,1.09369493,-1.01384592,-1.03397071,2.75749254,-5.39502954,2.47801542,3.26594329,1.84884262,-0.88672781,3.51669860,1.27047873,-0.61277491,-0.04053164,-0.95339006,-2.97337437,-0.97986519,-0.99093342,-0.41748101,-0.14975095,-0.43511894,0.92698073,2.09246969,-1.03918397,-0.58170134,-1.64964223,1.04308677,2.60565972,-0.94431359,0.39042366,0.13085312,-0.34728014,-0.66323018,0.39851654,0.72993755,-0.30928814,-0.67809606,-0.31762671,-0.77872515,-2.17788363,0.34652019,-0.99521470,0.44179690,-0.63801938,-1.34204423,0.55701214,-0.07437092,0.17338932,0.11728452,1
-6.36288309,-9.69883537,4.20247173,-5.00516176,1.58736002,3.71717930,-9.22032452,-7.43925667,-1.49831820,-1.72826576,-0.51196361,-0.97618604,2.81250429,1.20870829,1.50525951,1.18551660,-0.49895370,-0.54786664,-1.63315308,2.68518066,-2.72592115,-1.65246654,2.28149533,-0.93271542,-2.02667284,2.55285811,1.28068399,-2.31676769,0.18743682,-0.23996115,-1.24002016,0.70526290,1.24193585,-1.50420284,-1.25200009,-0.00984100,-2.28990221,-0.10008663,0.69555414,-1.07258999,0.62917483,0.63027656,1.08164072,0.10278581,-0.70986366,0.16862631,-0.81633341,-2.38384938,0.13351271,1.36666548,-1.68433857,-0.97072470,2.08678007,-0.98829198,0.45134163,-0.71791857,0.75477409,0.46767908,0.09309757,0.30144179,-0.68278736,0.24435323,1.34947455,0.62763679,1
-9.98077774,-9.57564545,3.55204368,-2.45596457,1.98741090,1.11902285,-8.53940678,-2.14984608,2.36440182,0.10363978,-3.32506895,-1.55977225,1.36452496,-0.12475210,-2.90782118,-2.92910624,0.72567177,0.43483114,1.36184251,2.54026031,-3.98412085,0.01603603,-1.03232312,1.19461441,-0.00152141,-0.86294621,1.89114892,-1.02143204,-2.87882519,-1.68046594,-0.81461990,0.89382982,-2.88282990,-0.03779620,-0.57562101,1.00624597,-0.32664418,-0.04007727,0.12638366,-1.36580920,-1.61568904,2.25256848,2.35487437,0.48577636,-0.01857984,0.58900106,-1.95361936,-0.61304283,-0.71867299,-0.22083378,0.69066328,-0.37209994,1.43558979,0.99295044,0.72775936,0.36147273,-1.56361294,-0.00564181,0.60662133,-0.17982775,1.29670942,0.19569415,1.73470414,0.90828800,1
-8.84162807,-12.03492451,0.08133119,-2.83023429,0.56468046,-0.40948021,-10.99092865,-4.22896576,1.90117240,-1.18706870,-0.23279381,1.94768631,1.04057848,-0.05059534,-1.50200033,2.43974423,-0.30827117,0.44219232,2.75671864,2.71933222,0.32979292,-1.80488896,-1.40559673,-1.89927793,-0.72160125,0.65518874,1.29772580,-0.05189401,0.59436393,-0.78095245,0.02665234,1.36396790,-1.15268123,-0.12385565,-1.40429878,-2.05947948,-0.59602535,-2.44410396,1.20910072,0.05329138,-0.87927091,0.79674822,0.09734048,0.95034081,1.45796013,0.22275677,-0.30521530,0.16165233,-0.68396938,1.69609582,-1.76543331,0.44093060,-0.12158990,-1.10515094,-0.80946368,1.09671175,-1.67329311,-2.47955251,-0.02535409,-0.73533875,0.19810240,-0.59071726,1.63230336,1.97874713,1
-11.91278267,-6.19396019,1.41785240,0.07626483,0.77946854,-0.91710830,-8.70622444,4.17229223,3.68769979,-2.35164452,-5.13348436,0.92993379,0.68548363,0.82582128,-4.18416882,-2.07511187,0.80715513,0.79962599,1.86832762,1.90470219,-1.02805519,0.91554523,-0.60964656,1.91005564,1.82264555,-0.30177617,1.82733238,-1.27471745,-0.94937754,1.38926303,0.21915865,3.46324444,-2.46118164,-0.62976366,-1.31639600,0.70804799,1.88166165,0.75712353,1.29397154,0.40842491,-0.46894187,1.45292485,1.39785790,-0.23218741,1.01305246,-0.00816180,-0.11883171,-0.78522992,-1.67953277,0.84147787,-1.04324877,-1.23464692,1.38314128,-0.00658655,1.12943935,-0.08864701,-0.03001976,-0.38082176,0.17871100,1.03390276,1.48084700,0.30280024,-0.98382819,0.41515681,1
